Rank,Title,Domestic Gross,Year,is_book,is_book_match_src,is_book_match,imdb_rating,imdb_vote_count,runtime_minutes,movie_genre_raw,movie_release_month,mpaa_rating,distributor,book_avg_rating,book_ratings_count,book_reviews_count,book_page_count,book_series_indicator,book_description_length,goodreads_match_score
314,Ant-Man,180202163,2015,0,,,7.2,775809.0,117.0,"Action,Comedy,Sci-Fi",7.0,PG-13,Fórum Hungary | Walt Disney Studios Motion Pictures | Disney+,,,,,,,
315,Planet of the Apes,180011740,2001,1,wikipedia_raw,Planet of the Apes (2001),5.7,241296.0,120.0,"Action,Adventure,Sci-Fi",7.0,PG-13,Netflix | InterCom | Disney+,3.91,304.0,45.0,128.0,1.0,1124.0,100.0
316,Madagascar: Escape 2 Africa,180010950,2008,0,,,6.7,269082.0,89.0,"Adventure,Animation,Comedy",10.0,PG,,,,,,,,
317,X-Men Origins: Wolverine,179883157,2009,0,,,6.5,565840.0,107.0,"Action,Sci-Fi",4.0,PG-13,Netflix | InterCom | Disney+,,,,,,,
318,Indiana Jones and the Temple of Doom,179870271,1984,0,,,7.5,565557.0,118.0,"Action,Adventure",5.0,PG,Paramount Pictures | Netflix | United International Pictures | Xfinity Streampix | MOKÉP | Disney+,,,,,,,
319,Elf,179757261,2003,0,,,7.1,345616.0,97.0,"Adventure,Comedy,Family",11.0,PG,New Line Cinema | Netflix,,,,,,,
320,Hitch,179495555,2005,0,,,6.6,348194.0,118.0,"Comedy,Romance",2.0,PG-13,Columbia Pictures | Netflix,,,,,,,
321,Men in Black 3,179020854,2012,0,,,6.8,410173.0,106.0,"Action,Adventure,Comedy",5.0,PG-13,Columbia Pictures | Netflix | InterCom | Sony Pictures Motion Picture Group,,,,,,,
322,Pretty Woman,178406268,1990,0,,,7.1,402041.0,119.0,"Comedy,Romance",3.0,R,InterCom | Walt Disney Studios Motion Pictures | Ivi.ru | Xfinity Streampix,,,,,,,
323,The Conjuring: Last Rites,177756445,2025,0,,,6.2,95128.0,135.0,"Horror,Mystery,Thriller",9.0,R,Warner Bros. Entertainment | InterCom | Warner Bros. Pictures,,,,,,,
324,The Matrix,177559005,1999,0,,,8.7,2233022.0,136.0,"Action,Sci-Fi",3.0,R,Warner Bros. Entertainment | Netflix | InterCom | HBO Max,,,,,,,
325,Home,177397510,2015,0,,,6.5,120600.0,94.0,"Adventure,Animation,Comedy",3.0,PG,20th Century Studios | Netflix | InterCom,,,,,,,
326,Night at the Museum: Battle of the Smithsonian,177243721,2009,0,,,6.0,227740.0,105.0,"Adventure,Comedy,Family",5.0,PG,20th Century Studios,,,,,,,
327,Tootsie,177200000,1982,0,,,7.4,121615.0,116.0,"Comedy,Drama,Romance",12.0,PG,Columbia Pictures | Netflix,,,,,,,
328,How to Train Your Dragon 2,177002924,2014,0,,,7.8,399217.0,102.0,"Action,Adventure,Animation",6.0,PG,,,,,,,,
329,Rise of the Planet of the Apes,176760185,2011,1,wikipedia_raw,Rise of the Planet of the Apes (2011),7.6,603560.0,105.0,"Action,Drama,Sci-Fi",8.0,PG-13,Netflix | InterCom | Disney+,3.91,304.0,45.0,128.0,1.0,1124.0,100.0
330,Captain America: The First Avenger,176654505,2011,0,,,6.9,961343.0,124.0,"Action,Adventure,Sci-Fi",7.0,PG-13,Paramount Pictures | Walt Disney Studios Motion Pictures,,,,,,,
331,The Karate Kid,176591618,2010,0,,,6.3,225636.0,140.0,"Action,Drama,Family",6.0,PG,Netflix | InterCom,,,,,,,
332,There's Something About Mary,176484651,1998,0,,,7.1,347084.0,119.0,"Comedy,Romance",7.0,R,20th Century Studios | Netflix | Disney+,,,,,,,
333,Ice Age,176387405,2002,0,,,7.5,561383.0,81.0,"Adventure,Animation,Comedy",3.0,PG,,,,,,,,
334,The Bourne Supremacy,176241941,2004,1,wikipedia_raw,The Bourne Supremacy (2004),7.7,511146.0,108.0,"Action,Mystery,Thriller",7.0,PG-13,Universal Pictures | Netflix | UIP-Dunafilm,4.11,182612.0,1511.0,688.0,1.0,146.0,
335,Get Out,176196665,2017,0,,,7.8,809428.0,104.0,"Horror,Mystery,Thriller",2.0,R,iTunes | Universal Pictures,,,,,,,
336,The Lego Batman Movie,175936671,2017,0,,,7.3,191097.0,104.0,"Action,Adventure,Animation",2.0,PG,,,,,,,,
337,Us,175084580,2019,0,,,6.8,388649.0,116.0,"Horror,Mystery,Thriller",3.0,R,Universal Pictures | UIP-Dunafilm,,,,,,,
338,The Boss Baby,175003033,2017,0,,,6.3,156658.0,97.0,"Adventure,Animation,Comedy",3.0,PG,,,,,,,,
339,Crazy Rich Asians,174837452,2018,0,,,6.9,207666.0,120.0,"Comedy,Drama,Romance",8.0,PG-13,Warner Bros. Entertainment | Netflix,,,,,,,
340,Crocodile Dundee,174803506,1986,0,,,6.7,123767.0,97.0,"Adventure,Comedy",9.0,PG-13,Paramount Pictures,,,,,,,
341,Apollo 13,174692658,1995,0,,,7.7,334832.0,140.0,"Adventure,Drama,History",6.0,PG,Netflix | UIP-Dunafilm,,,,,,,
342,Indiana Jones and the Dial of Destiny,174480468,2023,0,,,6.5,231125.0,154.0,"Action,Adventure,Sci-Fi",6.0,PG-13,Fórum Hungary | Walt Disney Studios Motion Pictures | Disney+,,,,,,,
343,The Greatest Showman,174340174,2017,0,,,7.5,344576.0,105.0,"Biography,Drama,Musical",12.0,PG,20th Century Studios | Disney+,,,,,,,
344,Fast & Furious Presents: Hobbs & Shaw,173956935,2019,0,,,6.4,255649.0,137.0,"Action,Adventure,Thriller",7.0,PG-13,,,,,,,,
345,Home Alone 2: Lost in New York,173585516,1992,0,,,6.9,453383.0,120.0,"Adventure,Comedy,Crime",11.0,PG,Netflix | InterCom | Disney+,,,,,,,
346,National Treasure,173008894,2004,0,,,6.9,375368.0,131.0,"Action,Adventure,Mystery",11.0,PG,Netflix | InterCom | Disney+,,,,,,,
347,F9: The Fast Saga,173005945,2021,0,,,5.2,178815.0,143.0,"Action,Crime,Thriller",,,,,,,,,,
348,Air Force One,172956409,1997,0,,,6.5,222958.0,124.0,"Action,Crime,Drama",7.0,R,Netflix | InterCom,,,,,,,
349,Rain Man,172825435,1988,0,,,8.0,582188.0,133.0,Drama,12.0,R,Metro-Goldwyn-Mayer | United Artists | Netflix,,,,,,,
350,Mission: Impossible - Dead Reckoning Part One,172640980,2023,0,,,7.6,324409.0,163.0,"Action,Adventure,Thriller",7.0,PG-13,,,,,,,,
351,Pirates of the Caribbean: Dead Men Tell No Tales,172558876,2017,0,,,6.5,382398.0,129.0,"Action,Adventure,Fantasy",5.0,PG-13,,,,,,,,
352,Gladiator II,172438016,2024,0,,,6.5,291093.0,148.0,"Action,Adventure,Drama",11.0,R,Paramount Pictures | DreamWorks,,,,,,,
353,Tron: Legacy,172062763,2010,0,,,6.8,386032.0,125.0,"Action,Adventure,Sci-Fi",12.0,PG,Netflix | Fórum Hungary | Disney+,,,,,,,
354,Mary Poppins Returns,171958438,2018,1,wikipedia_raw,Mary Poppins Returns (2018),6.6,100505.0,130.0,"Adventure,Comedy,Family",12.0,PG,Walt Disney Studios Motion Pictures | Disney+,4.05,1293.0,72.0,232.0,1.0,532.0,100.0
355,True Grit,171243005,2010,1,wikipedia_raw,True Grit (2010),7.6,375142.0,110.0,"Drama,Western",12.0,PG-13,iTunes | Netflix | UIP-Dunafilm,4.13,766.0,51.0,228.0,0.0,579.0,100.0
356,Kingdom of the Planet of the Apes,171130165,2024,1,adaptation_dataset,Kingdom of the Planet of the Apes,6.8,167071.0,145.0,"Action,Adventure,Drama",5.0,PG-13,20th Century Studios | Fórum Hungary,3.91,75.0,16.0,245.0,1.0,1034.0,100.0
357,Tarzan,171091819,1999,1,wikipedia_raw,Tarzan (1999),7.3,267383.0,88.0,"Adventure,Animation,Comedy",6.0,G,,3.92,2.0,1.0,,1.0,382.0,100.0
358,John Wick: Chapter 3 - Parabellum,171015687,2019,0,,,7.4,476899.0,130.0,"Action,Crime,Drama",5.0,R,,,,,,,,
359,A Beautiful Mind,170742341,2001,0,,,8.2,1049083.0,135.0,"Biography,Drama,Mystery",12.0,PG-13,iTunes | Netflix | UIP-Dunafilm,,,,,,,
360,Chicago,170687518,2002,0,,,7.2,255624.0,113.0,"Comedy,Crime,Musical",12.0,PG-13,Miramax | Netflix | UIP-Dunafilm,,,,,,,
361,The Help,169708112,2011,1,wikipedia_raw,The Help (2011),8.1,526325.0,146.0,Drama,8.0,PG-13,Netflix | Walt Disney Studios Motion Pictures | Disney+,4.45,1565302.0,71318.0,444.0,0.0,1733.0,100.0
362,Hotel Transylvania 2,169700110,2015,0,,,6.6,160659.0,89.0,"Adventure,Animation,Comedy",9.0,PG,,,,,,,,
363,Hidden Figures,169607287,2016,0,,,7.8,286499.0,127.0,"Biography,Drama,History",12.0,PG,iTunes | 20th Century Studios,,,,,,,
364,Bridesmaids,169451048,2011,0,,,6.8,324131.0,125.0,Comedy,5.0,R,Universal Pictures | Netflix,,,,,,,
365,Quantum of Solace,168368427,2008,0,,,6.5,495194.0,106.0,"Action,Adventure,Mystery",10.0,PG-13,Columbia Pictures | Netflix,,,,,,,
366,Wild Hogs,168273550,2007,0,,,5.9,127507.0,100.0,"Action,Adventure,Comedy",3.0,PG-13,Netflix | Fórum Hungary,,,,,,,
367,Black Adam,168152111,2022,0,,,6.1,302070.0,125.0,"Action,Adventure,Fantasy",10.0,PG-13,Warner Bros. Entertainment | InterCom | Warner Bros. Pictures,,,,,,,
368,Kong: Skull Island,168052812,2017,0,,,6.7,372532.0,118.0,"Action,Adventure,Fantasy",3.0,PG-13,Warner Bros. Entertainment | Netflix | InterCom,,,,,,,
369,Three Men and a Baby,167780960,1987,0,,,6.1,61341.0,102.0,"Comedy,Drama,Family",11.0,PG,Netflix | Walt Disney Studios Motion Pictures | Disney+,,,,,,,
370,Gone Girl,167767189,2014,0,,,8.1,1161237.0,149.0,"Drama,Mystery,Thriller",10.0,R,Netflix | InterCom | Xfinity Streampix,,,,,,,
371,Hotel Transylvania 3: Summer Vacation,167510016,2018,0,,,6.3,98570.0,97.0,"Adventure,Animation,Comedy",6.0,PG,,,,,,,,
372,Casino Royale,167445960,2006,1,wikipedia_raw,Casino Royale (2006),8.0,740493.0,144.0,"Action,Adventure,Thriller",11.0,PG-13,Netflix | InterCom,3.73,469.0,35.0,196.0,1.0,320.0,100.0
373,The Hunger Games: The Ballad of Songbirds & Snakes,166350594,2023,1,wikipedia_raw,The Hunger Games: The Ballad of Songbirds & Snakes (2023),6.6,180021.0,157.0,"Action,Adventure,Drama",11.0,PG-13,,3.99,1226426.0,139349.0,541.0,1.0,132.0,
374,Meet the Parents,166244045,2000,0,,,7.0,376695.0,108.0,"Comedy,Romance",10.0,PG-13,Universal Pictures | DreamWorks | Netflix,,,,,,,
375,Fifty Shades of Grey,166167230,2015,1,wikipedia_raw,Fifty Shades of Grey (2015),4.2,354759.0,125.0,"Drama,Romance,Thriller",2.0,R,Universal Pictures | Focus Features | Netflix | UIP-Dunafilm,3.66,18.0,1.0,583.0,1.0,1225.0,100.0
376,2012,166112167,2009,0,,,5.9,420027.0,158.0,"Action,Adventure,Sci-Fi",10.0,PG-13,Netflix | InterCom | Sony Pictures Motion Picture Group,,,,,,,
377,Robin Hood: Prince of Thieves,165493908,1991,0,,,6.9,221130.0,143.0,"Action,Adventure,Drama",6.0,PG-13,Netflix | InterCom,,,,,,,
378,Knives Out,165363234,2019,0,,,7.9,870924.0,130.0,"Comedy,Crime,Drama",11.0,PG-13,Netflix | Amazon Prime Video | Xfinity Streampix | Lionsgate Films,,,,,,,
379,Kung Fu Panda 2,165249063,2011,0,,,7.3,354054.0,90.0,"Action,Adventure,Animation",5.0,PG,,,,,,,,
380,Hannibal,165092268,2001,1,adaptation_dataset,Hannibal,6.8,312504.0,131.0,"Crime,Drama,Thriller",2.0,R,InterCom,3.72,1378.0,91.0,546.0,1.0,712.0,100.0
381,Eternals,164870234,2021,0,,,6.2,424205.0,156.0,"Action,Adventure,Fantasy",11.0,PG-13,Fórum Hungary | Walt Disney Studios Motion Pictures | Disney+,,,,,,,
382,Catch Me If You Can,164615351,2002,0,,,8.1,1225090.0,141.0,"Biography,Crime,Drama",12.0,PG-13,DreamWorks | Netflix,,,,,,,
383,The Proposal,163958031,2009,0,,,6.8,394136.0,108.0,"Comedy,Drama,Romance",6.0,PG-13,Netflix | Fórum Hungary | Disney+,,,,,,,
384,The Pursuit of Happyness,163566459,2006,0,,,8.0,616190.0,117.0,"Biography,Drama",12.0,PG-13,Netflix | InterCom,,,,,,,
385,Big Daddy,163479795,1999,0,,,6.5,250584.0,93.0,"Comedy,Drama",6.0,PG-13,Netflix | InterCom,,,,,,,
386,Clash of the Titans,163214888,2010,0,,,5.8,304238.0,106.0,"Action,Adventure,Fantasy",3.0,PG-13,Warner Bros. Entertainment | Netflix | InterCom,,,,,,,
387,The SpongeBob Movie: Sponge Out of Water,162994032,2015,0,,,6.0,67274.0,92.0,"Adventure,Animation,Comedy",1.0,PG,Paramount Pictures | Netflix | UIP-Dunafilm,,,,,,,
388,Batman Returns,162924631,1992,0,,,7.1,348979.0,126.0,"Action,Crime,Fantasy",6.0,PG-13,Warner Bros. Entertainment | Netflix | InterCom,,,,,,,
389,Django Unchained,162805434,2012,0,,,8.5,1869482.0,165.0,"Drama,Western",12.0,R,Netflix | InterCom | The Weinstein Company,,,,,,,
390,A Bug's Life,162798565,1998,0,,,7.2,336188.0,95.0,"Adventure,Animation,Comedy",11.0,G,,,,,,,,
391,Sing 2,162790990,2021,0,,,7.3,100220.0,110.0,"Adventure,Animation,Comedy",12.0,PG,,,,,,,,
392,Jason Bourne,162434410,2016,1,wikipedia_raw,Jason Bourne (2016),6.6,256388.0,123.0,"Action,Thriller",7.0,PG-13,Universal Pictures | UIP-Dunafilm,3.87,3356.0,176.0,420.0,1.0,146.0,
393,Grown Ups,162001186,2010,0,,,6.0,310240.0,102.0,Comedy,6.0,PG-13,Netflix | InterCom | Memento Distribution,,,,,,,
394,The Waterboy,161491646,1998,0,,,6.2,191209.0,90.0,"Comedy,Sport",11.0,PG-13,Netflix | Walt Disney Studios Motion Pictures,,,,,,,
395,Ice Age: Continental Drift,161321843,2012,0,,,6.5,242188.0,88.0,"Adventure,Animation,Comedy",6.0,PG,20th Century Studios | Netflix,,,,,,,
396,Straight Outta Compton,161197785,2015,0,,,7.8,232902.0,147.0,"Biography,Drama,History",8.0,R,Universal Pictures | Netflix,,,,,,,
397,How to Train Your Dragon: The Hidden World,160945505,2019,0,,,7.4,177332.0,104.0,"Action,Adventure,Animation",1.0,PG,,,,,,,,
398,Die Another Day,160942139,2002,0,,,6.1,239631.0,133.0,"Action,Adventure,Thriller",11.0,PG-13,Metro-Goldwyn-Mayer | Netflix,,,,,,,
399,No Time to Die,160891007,2021,0,,,7.3,484260.0,163.0,"Action,Adventure,Thriller",9.0,PG-13,Universal Pictures | HBO Max,,,,,,,
400,The Sound of Music,160888776,1965,0,,,8.1,289773.0,174.0,"Biography,Drama,Family",3.0,G,20th Century Studios | Walt Disney Studios Motion Pictures | Disney+,,,,,,,
401,Shark Tale,160861908,2004,0,,,6.0,211699.0,90.0,"Adventure,Animation,Comedy",9.0,PG,,,,,,,,
402,A Quiet Place Part II,160072261,2021,0,,,7.2,319603.0,97.0,"Drama,Horror,Sci-Fi",5.0,PG-13,,,,,,,,
403,The Heat,159582188,2013,0,,,6.6,187983.0,117.0,"Action,Comedy,Crime",6.0,R,20th Century Studios | Netflix | InterCom,,,,,,,
404,Fantastic Beasts: The Crimes of Grindelwald,159555901,2018,0,,,6.5,330139.0,134.0,"Adventure,Family,Fantasy",11.0,PG-13,Warner Bros. Entertainment | InterCom,,,,,,,
405,Halloween,159342015,2018,0,,,6.5,185949.0,106.0,"Crime,Drama,Horror",10.0,R,Universal Pictures | Netflix | UIP-Dunafilm,,,,,,,
406,1917,159227644,2019,0,,,8.2,764940.0,119.0,"Action,Drama,War",12.0,R,Universal Pictures,,,,,,,
407,The Secret Life of Pets 2,158980250,2019,0,,,6.4,77630.0,86.0,"Adventure,Animation,Comedy",5.0,PG,Universal Pictures,,,,,,,
408,Star Trek Beyond,158848340,2016,0,,,7.0,269245.0,122.0,"Action,Adventure,Sci-Fi",7.0,PG-13,Paramount Pictures | Netflix | UIP-Dunafilm,,,,,,,
409,The Firm,158348367,1993,1,adaptation_dataset,The Firm,6.9,160552.0,154.0,"Drama,Mystery,Thriller",6.0,R,Paramount Pictures | Netflix,3.92,1894.0,144.0,421.0,0.0,538.0,100.0
410,The Longest Yard,158119460,2005,0,,,6.4,210253.0,113.0,"Comedy,Crime,Sport",5.0,PG-13,Paramount Pictures | Columbia Pictures | Netflix | InterCom,,,,,,,
411,Transformers: Rise of the Beasts,157341749,2023,0,,,6.0,130086.0,127.0,"Action,Adventure,Sci-Fi",6.0,PG-13,Paramount Pictures | UIP-Dunafilm,,,,,,,
412,X-Men,157299718,2000,0,,,7.3,688945.0,104.0,"Action,Adventure,Sci-Fi",7.0,PG-13,20th Century Studios | Netflix | InterCom,,,,,,,
413,Hoppers,157122859,2026,0,,,7.7,10167.0,104.0,"Adventure,Animation,Comedy",3.0,PG,,,,,,,,
414,The Mummy,157095368,1999,0,,,7.1,498257.0,124.0,"Action,Adventure,Fantasy",4.0,PG-13,Microsoft Store | Universal Pictures | Netflix,,,,,,,
415,Scary Movie,157019771,2000,0,,,6.3,321689.0,88.0,Comedy,7.0,R,Dimension Films,,,,,,,
416,Fatal Attraction,156645693,1987,0,,,6.9,110615.0,119.0,"Drama,Thriller",9.0,R,Paramount Pictures | Netflix,,,,,,,
417,Who Framed Roger Rabbit,156452370,1988,1,adaptation_dataset,Who Framed Roger Rabbit,7.7,232419.0,104.0,"Adventure,Animation,Comedy",6.0,PG,Walt Disney Studios Motion Pictures | Disney+,3.66,38.0,8.0,147.0,0.0,,83.0
418,Creed III,156248615,2023,0,,,6.7,106248.0,116.0,"Action,Drama,Sport",3.0,PG-13,InterCom | Warner Bros. France,,,,,,,
419,The Sting,156000000,1973,0,,,8.2,299087.0,129.0,"Comedy,Crime,Drama",12.0,PG,Universal Pictures | Netflix,,,,,,,
420,What Lies Beneath,155464351,2000,0,,,6.6,144937.0,130.0,"Drama,Horror,Mystery",7.0,PG-13,Netflix | InterCom | Disney+,,,,,,,
421,X-Men: Apocalypse,155442489,2016,0,,,6.8,490287.0,144.0,"Action,Adventure,Sci-Fi",5.0,PG-13,Netflix | InterCom | Disney+,,,,,,,
422,Snow White and the Huntsman,155332381,2012,0,,,6.1,314110.0,127.0,"Action,Adventure,Drama",5.0,PG-13,Universal Pictures | Netflix | UIP-Dunafilm,,,,,,,
423,San Andreas,155190832,2015,0,,,6.1,274466.0,114.0,"Action,Adventure,Thriller",5.0,PG-13,Warner Bros. Entertainment | Netflix | InterCom,,,,,,,
424,Fast & Furious,155064265,2009,0,,,6.5,333824.0,107.0,"Action,Thriller",4.0,PG-13,Universal Pictures | Netflix | UIP-Dunafilm,,,,,,,
425,Over the Hedge,155019340,2006,0,,,6.7,202066.0,83.0,"Adventure,Animation,Comedy",5.0,PG,,,,,,,,
426,Fantastic Four,154696080,2005,0,,,5.7,372404.0,106.0,"Action,Adventure,Fantasy",6.0,PG-13,20th Century Studios | Netflix,,,,,,,
427,Horton Hears a Who!,154529439,2008,0,,,6.8,158015.0,86.0,"Adventure,Animation,Comedy",3.0,G,,,,,,,,
428,Elemental,154426697,2023,0,,,7.0,162250.0,101.0,"Adventure,Animation,Comedy",6.0,PG,,,,,,,,
429,Mad Max: Fury Road,154280290,2015,0,,,8.1,1200423.0,120.0,"Action,Adventure,Sci-Fi",5.0,R,iTunes | Warner Bros. Entertainment,,,,,,,
430,Trolls,154174089,2016,0,,,6.4,99926.0,92.0,"Adventure,Animation,Comedy",10.0,PG,,,,,,,,
431,Jerry Maguire,153952592,1996,0,,,7.3,309289.0,139.0,"Comedy,Drama,Romance",12.0,R,iTunes | InterCom,,,,,,,
432,Beverly Hills Cop II,153665036,1987,0,,,6.6,147550.0,103.0,"Action,Comedy,Crime",5.0,R,Paramount Pictures | Netflix,,,,,,,
433,Gremlins,153642180,1984,0,,,7.3,273132.0,106.0,"Comedy,Fantasy,Horror",6.0,PG,Warner Bros. Entertainment | Netflix,,,,,,,
434,Scooby-Doo,153322074,2002,0,,,5.4,139656.0,86.0,"Adventure,Comedy,Family",6.0,PG,Warner Bros. Entertainment,,,,,,,
435,Cars 3,152901115,2017,0,,,6.7,148780.0,102.0,"Adventure,Animation,Comedy",6.0,G,Netflix | Walt Disney Studios Motion Pictures | Disney+,,,,,,,
436,Sex and the City,152647258,2008,0,,,5.7,132962.0,145.0,"Comedy,Drama,Romance",5.0,R,Netflix | InterCom,,,,,,,
437,Runaway Bride,152257509,1999,0,,,5.6,110141.0,116.0,"Comedy,Romance",7.0,PG,Paramount Pictures | Walt Disney Studios Motion Pictures | Disney+,,,,,,,
438,Weapons,151572492,2025,0,,,7.4,322230.0,128.0,"Horror,Mystery",8.0,R,InterCom | Warner Bros. Pictures | Warner Bros. France,,,,,,,
439,La La Land,151101803,2016,0,,,8.0,754355.0,128.0,"Comedy,Drama,Music",12.0,PG-13,Summit Entertainment,,,,,,,
440,Elvis,151040048,2022,0,,,7.3,259757.0,159.0,"Biography,Drama,Music",6.0,PG-13,Netflix | InterCom | Warner Bros. Pictures,,,,,,,
441,Divergent,150947895,2014,0,,,6.6,516352.0,139.0,"Action,Adventure,Drama",3.0,PG-13,Starz Entertainment | Netflix,,,,,,,
442,Rambo: First Blood Part II,150415432,1985,1,wikipedia_raw,Rambo: First Blood Part II (1985),6.5,194999.0,96.0,"Action,Adventure,Thriller",5.0,R,Netflix | InterCom,3.97,242.0,10.0,256.0,1.0,497.0,100.0
443,We're the Millers,150394119,2013,0,,,7.0,521564.0,110.0,"Comedy,Crime",8.0,R,Netflix | InterCom,,,,,,,
444,Terminator 3: Rise of the Machines,150371112,2003,0,,,6.3,435695.0,109.0,"Action,Sci-Fi",7.0,R,InterCom,,,,,,,
445,Daddy's Home,150357137,2015,0,,,6.2,138641.0,96.0,"Comedy,Family",12.0,PG-13,Paramount Pictures | Netflix,,,,,,,
446,G.I. Joe: The Rise of Cobra,150201498,2009,0,,,5.7,221023.0,118.0,"Action,Adventure,Sci-Fi",8.0,PG-13,Paramount Pictures | DreamWorks | Netflix | UIP-Dunafilm,,,,,,,
447,Neighbors,150157400,2014,0,,,6.3,344396.0,97.0,Comedy,5.0,R,Netflix | UIP-Dunafilm,,,,,,,
448,American Hustle,150117807,2013,0,,,7.2,517505.0,138.0,"Crime,Drama",12.0,R,Netflix | InterCom,,,,,,,
449,Puss in Boots,149260504,2011,0,,,6.6,209966.0,90.0,"Action,Adventure,Animation",10.0,PG,,,,,,,,
450,Les Misérables,149260140,2012,1,wikipedia_raw,Les Misérables (2011),7.5,361057.0,158.0,"Drama,Musical,Romance",12.0,PG-13,iTunes | Netflix | Melbourne,4.14,3525.0,411.0,,0.0,1470.0,100.0
451,Sonic the Hedgehog,148974665,2020,0,,,6.5,190727.0,99.0,"Action,Adventure,Comedy",2.0,PG,Microsoft Store | Paramount Pictures,,,,,,,
452,Knocked Up,148768917,2007,0,,,6.9,397713.0,129.0,"Comedy,Romance",6.0,R,Netflix | UIP-Dunafilm,,,,,,,
453,Uncharted,148648820,2022,0,,,6.3,296900.0,116.0,"Action,Adventure",2.0,PG-13,Microsoft Store | InterCom,,,,,,,
454,It Ends with Us,148518266,2024,1,adaptation_dataset,It Ends with Us,6.3,98810.0,130.0,"Drama,Romance",8.0,PG-13,,4.43,88278.0,14236.0,,0.0,1214.0,100.0
455,As Good as It Gets,148478011,1997,0,,,7.7,337200.0,139.0,"Comedy,Drama,Romance",12.0,PG-13,TriStar Pictures | Netflix,,,,,,,
456,Little Fockers,148438600,2010,0,,,5.5,125540.0,98.0,"Comedy,Romance",12.0,PG-13,Paramount Pictures | Universal Pictures | Netflix | UIP-Dunafilm,,,,,,,
457,Hotel Transylvania,148426305,2012,0,,,7.0,311347.0,91.0,"Animation,Comedy,Family",9.0,PG,Microsoft Store | Columbia Pictures | Sony Pictures Television | Sony Pictures,,,,,,,
458,Megamind,148415853,2010,0,,,7.3,323551.0,95.0,"Action,Adventure,Animation",10.0,PG,,,,,,,,
459,Talladega Nights: The Ballad of Ricky Bobby,148213377,2006,0,,,6.6,212955.0,108.0,"Comedy,Sport",8.0,PG-13,Columbia Pictures | Netflix,,,,,,,
460,Gran Torino,148095302,2008,0,,,8.1,858513.0,116.0,Drama,12.0,R,Warner Bros. Entertainment | Netflix | InterCom,,,,,,,
461,Lethal Weapon 2,147253986,1989,0,,,7.3,200486.0,114.0,"Action,Crime,Thriller",7.0,R,Netflix | InterCom | Fandango at Home,,,,,,,
462,War for the Planet of the Apes,146880162,2017,1,wikipedia_raw,War for the Planet of the Apes (2017),7.4,325157.0,140.0,"Action,Adventure,Drama",7.0,PG-13,20th Century Studios | Netflix | InterCom,3.91,304.0,45.0,128.0,1.0,1124.0,100.0
463,X-Men: First Class,146408305,2011,0,,,7.7,761591.0,131.0,"Action,Sci-Fi",6.0,PG-13,20th Century Studios | Netflix | Disney+,,,,,,,
464,Paul Blart: Mall Cop,146336178,2009,0,,,5.3,124525.0,91.0,"Action,Comedy,Crime",1.0,PG,Columbia Pictures | Netflix,,,,,,,
465,True Lies,146282411,1994,0,,,7.3,300340.0,141.0,"Action,Comedy,Thriller",7.0,R,Netflix | InterCom,,,,,,,
466,Fast X,146126015,2023,0,,,5.7,144528.0,141.0,"Action,Adventure,Crime",5.0,PG-13,Universal Pictures | UIP-Dunafilm | United International Pictures,,,,,,,
467,Lilo & Stitch,145794338,2002,0,,,7.4,242263.0,85.0,"Adventure,Animation,Comedy",6.0,PG,,,,,,,,
468,The Santa Clause,145539357,1994,0,,,6.6,147279.0,97.0,"Comedy,Drama,Family",11.0,PG,Netflix | Walt Disney Studios Motion Pictures | Disney+,,,,,,,
469,The Meg,145522784,2018,0,,,5.7,226584.0,113.0,"Action,Adventure,Horror",8.0,PG-13,Warner Bros. Entertainment | Netflix | InterCom,,,,,,,
470,American Pie 2,145103595,2001,0,,,6.5,285813.0,108.0,Comedy,8.0,R,Netflix | UIP-Dunafilm,,,,,,,
471,Taken,145000989,2009,0,,,7.7,669406.0,90.0,"Action,Crime,Thriller",2.0,PG-13,20th Century Studios | EuropaCorp | Disney+,,,,,,,
472,One Hundred and One Dalmatians,144880014,1961,1,wikipedia_raw,One Hundred and One Dalmatians (1961),7.3,195567.0,79.0,"Adventure,Animation,Comedy",1.0,G,,4.11,214.0,36.0,199.0,1.0,320.0,100.0
473,The Great Gatsby,144857996,2013,1,wikipedia_raw,The Great Gatsby (2013),7.2,639590.0,143.0,"Drama,Romance",5.0,PG-13,Netflix | InterCom,3.89,4318.0,93.0,120.0,0.0,955.0,100.0
474,I Robot,144801023,2004,0,,,7.1,612191.0,115.0,"Action,Mystery,Sci-Fi",7.0,PG-13,,,,,,,,
475,The Fast and the Furious,144745925,2001,0,,,6.8,454559.0,106.0,"Action,Crime,Thriller",6.0,PG-13,Universal Pictures | Netflix | UIP-Dunafilm,,,,,,,
476,Lethal Weapon 3,144731527,1992,0,,,6.7,187874.0,118.0,"Action,Crime,Thriller",5.0,R,Netflix | InterCom,,,,,,,
477,Mamma Mia!,144330569,2008,0,,,6.5,302786.0,108.0,"Comedy,Musical,Romance",7.0,PG-13,Netflix | UIP-Dunafilm,,,,,,,
478,Pokémon: Detective Pikachu,144174568,2019,0,,,6.5,195569.0,104.0,"Adventure,Comedy,Family",5.0,PG,,,,,,,,
479,Doctor Dolittle,144156605,1998,0,,,5.4,107418.0,85.0,"Comedy,Family,Fantasy",6.0,PG-13,,,,,,,,
